"User_City"|"User_State"|"User_MSA"|"User_Type"|"Request_ID"|"Request_Time"|"Form_Name"|"Drug_Name"|"MonthPart"|"territory"|"district_number"
"Collinsville"|"IL"|"St. Louis, MO-IL"|"Pharmacy"|"CCQP4C"|2013-08-26 00:00:00|"PriorAuthorization Form #98"|"DrugX"|2013-08-01 00:00:00|"1915"|"1910"
"Collinsville"|"MS"|"No MSA"|"Pharmacy"|"4ABNA4"|2013-07-30 00:00:00|"PriorAuthorization Form #166"|"DrugX"|2013-07-01 00:00:00|"1846"|"1840"
"Collinsville"|"MS"|"No MSA"|"Pharmacy"|"9LHWL9"|2013-11-12 00:00:00|"PriorAuthorization Form #152"|"DrugX"|2013-11-01 00:00:00|"1846"|"1840"
"Colorado City"|"TX"|"No MSA"|"Pharmacy"|"P8M4TP"|2014-03-21 00:00:00|"PriorAuthorization Form #292"|"DrugX"|2014-03-01 00:00:00|"1924"|"1920"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"MLDV2M"|2013-09-01 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"CLLP2C"|2013-12-30 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2013-12-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"DGTK2D"|2013-08-05 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2013-08-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"ECAH4E"|2014-03-06 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"FDCK4F"|2013-09-15 00:00:00|"PriorAuthorization Form #278"|"DrugX"|2013-09-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"VAFR4V"|2014-01-28 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"JBPA4J"|2013-10-22 00:00:00|"PriorAuthorization Form #205"|"DrugX"|2013-10-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"JACY6J"|2013-08-17 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-08-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"GLQT7G"|2014-01-09 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"JAFF8J"|2014-01-25 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"MQVV9M"|2014-01-07 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-01-01 00:00:00|"1932"|"1930"
"Colorado Springs"|"CO"|"ColoradoSprings, CO"|"Pharmacy"|"K2U3QK"|2014-03-28 00:00:00|"PriorAuthorization Form #205"|"DrugX"|2014-03-01 00:00:00|"1932"|"1930"
"Colrain"|"MA"|"Springfield, MA"|"Pharmacy"|"4RMCR4"|2013-07-16 00:00:00|"PriorAuthorization Form #209"|"DrugX"|2013-07-01 00:00:00|"1812"|"1810"
"Columbia"|"MD"|"Baltimore, MD"|"Pharmacy"|"3TLVT3"|2013-11-27 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1831"|"1830"
"Columbia"|"MD"|"Baltimore, MD"|"Pharmacy"|"9AHFA9"|2013-08-26 00:00:00|"PriorAuthorization Form #109"|"DrugX"|2013-08-01 00:00:00|"1831"|"1830"
"Columbia"|"MD"|"Baltimore, MD"|"Pharmacy"|"FE3DEF"|2014-03-13 00:00:00|"PriorAuthorization Form #163"|"DrugX"|2014-03-01 00:00:00|"1831"|"1830"
"Columbia"|"MD"|"Baltimore, MD"|"Pharmacy"|"XH8VHX"|2014-03-23 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-03-01 00:00:00|"1831"|"1830"
"Columbia"|"MO"|"Columbia, MO"|"Pharmacy"|"FNWE3F"|2014-02-06 00:00:00|"PriorAuthorization Form #217"|"DrugX"|2014-02-01 00:00:00|"1921"|"1920"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"2YYBY2"|2013-12-06 00:00:00|"PriorAuthorization Form #77"|"DrugX"|2013-12-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"2VXBV2"|2014-02-03 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"2WVJW2"|2014-02-20 00:00:00|"PriorAuthorization Form #150"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"2MEJM2"|2013-08-08 00:00:00|"PriorAuthorization Form #292"|"DrugX"|2013-08-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"2GBVG2"|2013-08-19 00:00:00|"PriorAuthorization Form #109"|"DrugX"|2013-08-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"3WQRW3"|2014-02-03 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"3QVXQ3"|2014-01-16 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-01-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"4LUBL4"|2014-02-18 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"4HYKH4"|2013-08-09 00:00:00|"PriorAuthorization Form #179"|"DrugX"|2013-08-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"4CJTC4"|2013-08-30 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-08-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"4HMUH4"|2013-11-26 00:00:00|"PriorAuthorization Form #155"|"DrugX"|2013-11-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"7QEJQ7"|2014-02-18 00:00:00|"PriorAuthorization Form #114"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"8FEBF8"|2013-08-19 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-08-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"9CJNC9"|2013-11-13 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-11-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"9UNRU9"|2014-02-05 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-02-01 00:00:00|"1842"|"1840"
"Columbia"|"SC"|"Columbia, SC"|"Pharmacy"|"XG3AGX"|2014-03-27 00:00:00|"PriorAuthorization Form #114"|"DrugX"|2014-03-01 00:00:00|"1842"|"1840"
"Columbia"|"TN"|"No MSA"|"Pharmacy"|"6MPMM6"|2013-12-04 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-12-01 00:00:00|"1841"|"1840"
"Columbia"|"TN"|"No MSA"|"Pharmacy"|"7KLHK7"|2014-01-03 00:00:00|"PriorAuthorization Form #252"|"DrugX"|2014-01-01 00:00:00|"1841"|"1840"
"Columbia"|"TN"|"No MSA"|"Pharmacy"|"9UCKU9"|2014-02-28 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-02-01 00:00:00|"1841"|"1840"
"Columbus"|"GA"|"Columbus, GA-AL"|"Pharmacy"|"3DDBD3"|2013-08-09 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-08-01 00:00:00|"1844"|"1840"
"Columbus"|"GA"|"Columbus, GA-AL"|"Pharmacy"|"9QBVQ9"|2013-08-19 00:00:00|"PriorAuthorization Form #165"|"DrugX"|2013-08-01 00:00:00|"1844"|"1840"
"Columbus"|"MS"|"No MSA"|"Pharmacy"|"3FYYF3"|2013-08-20 00:00:00|"PriorAuthorization Form #152"|"DrugX"|2013-08-01 00:00:00|"1846"|"1840"
"Columbus"|"MS"|"No MSA"|"Pharmacy"|"7RKPR7"|2013-08-20 00:00:00|"PriorAuthorization Form #152"|"DrugX"|2013-08-01 00:00:00|"1846"|"1840"
"Columbus"|"NJ"|"Philadelphia, PA-NJ"|"Pharmacy"|"9NFWN9"|2014-02-18 00:00:00|"PriorAuthorization Form #26"|"DrugX"|2014-02-01 00:00:00|"1827"|"1820"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"2WWFW2"|2013-10-08 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-10-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"2CMGC2"|2014-01-07 00:00:00|"PriorAuthorization Form #165"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"2UPPU2"|2014-02-17 00:00:00|"PriorAuthorization Form #82"|"DrugX"|2014-02-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"3RTDR3"|2014-01-17 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"3LNKL3"|2013-10-25 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-10-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"4CFDC4"|2014-01-08 00:00:00|"PriorAuthorization Form #170"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"4EQHE4"|2013-11-10 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"4XTWX4"|2014-02-26 00:00:00|"PriorAuthorization Form #170"|"DrugX"|2014-02-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"4GCXG4"|2013-08-24 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-08-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"7YQJY7"|2014-01-20 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"7RLNR7"|2013-11-29 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"7UHYU7"|2013-12-12 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-12-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"8YDCY8"|2013-11-01 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"8TPHT8"|2013-09-10 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"8BQVB8"|2013-09-06 00:00:00|"PriorAuthorization Form #170"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"8EYYE8"|2013-09-09 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9XRBX9"|2013-10-15 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-10-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9BAEB9"|2013-12-19 00:00:00|"PriorAuthorization Form #265"|"DrugX"|2013-12-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9WXGW9"|2014-02-08 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2014-02-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9FBHF9"|2013-12-30 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-12-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9XTKX9"|2013-11-27 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"9WXPW9"|2013-10-23 00:00:00|"PriorAuthorization Form #170"|"DrugX"|2013-10-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"BJ3UJB"|2014-03-20 00:00:00|"PriorAuthorization Form #151"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"MV7DVM"|2014-03-27 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"TQ9YQT"|2014-03-14 00:00:00|"PriorAuthorization Form #170"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Pharmacy"|"WU6JUW"|2014-03-27 00:00:00|"PriorAuthorization Form #151"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"2YTPY2"|2014-01-27 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"2EJUE2"|2014-03-17 00:00:00|"PriorAuthorization Form #8"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"3HYGH3"|2013-11-26 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"3QVLQ3"|2014-01-27 00:00:00|"PriorAuthorization Form #8"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"3XHUX3"|2013-12-30 00:00:00|"PriorAuthorization Form #8"|"DrugX"|2013-12-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"4EVJE4"|2013-09-18 00:00:00|"PriorAuthorization Form #290"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"4NKPN4"|2013-07-30 00:00:00|"PriorAuthorization Form #26"|"DrugX"|2013-07-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"4TKQT4"|2013-12-23 00:00:00|"PriorAuthorization Form #26"|"DrugX"|2013-12-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"6LTHL6"|2013-09-17 00:00:00|"PriorAuthorization Form #290"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"7PPCP7"|2013-09-17 00:00:00|"PriorAuthorization Form #290"|"DrugX"|2013-09-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"7MMQM7"|2013-11-08 00:00:00|"PriorAuthorization Form #28"|"DrugX"|2013-11-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"7TDWT7"|2014-01-07 00:00:00|"PriorAuthorization Form #290"|"DrugX"|2014-01-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"7DAXD7"|2014-03-19 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"8KFXK8"|2013-07-03 00:00:00|"PriorAuthorization Form #175"|"DrugX"|2013-07-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"9BDBB9"|2014-03-20 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-03-01 00:00:00|"1865"|"1860"
"Columbus"|"OH"|"Columbus, OH"|"Physician"|"9GGUG9"|2014-02-12 00:00:00|"PriorAuthorization Form #8"|"DrugX"|2014-02-01 00:00:00|"1865"|"1860"
"Columbus"|"TX"|"No MSA"|"Pharmacy"|"EEJU7E"|2013-09-10 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-09-01 00:00:00|"1927"|"1920"
"Columbus"|"TX"|"No MSA"|"Pharmacy"|"FYND7F"|2014-02-26 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2014-02-01 00:00:00|"1927"|"1920"
"Commack"|"NY"|"Nassau-Suffolk, NY"|"Pharmacy"|"4MLGM4"|2013-11-11 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-11-01 00:00:00|"1817"|"1810"
"Commack"|"NY"|"Nassau-Suffolk, NY"|"Pharmacy"|"DP2CPD"|2014-03-27 00:00:00|"PriorAuthorization Form #125"|"DrugX"|2014-03-01 00:00:00|"1817"|"1810"
"Commerce"|"GA"|"No MSA"|"Pharmacy"|"2GVWG2"|2013-10-01 00:00:00|"PriorAuthorization Form #200"|"DrugX"|2013-10-01 00:00:00|"1843"|"1840"
"Commerce"|"GA"|"No MSA"|"Pharmacy"|"6TKVT6"|2013-07-08 00:00:00|"PriorAuthorization Form #200"|"DrugX"|2013-07-01 00:00:00|"1843"|"1840"
"Commerce Township"|"MI"|"Detroit, MI"|"Pharmacy"|"4HDGH4"|2013-10-10 00:00:00|"PriorAuthorization Form #294"|"DrugX"|2013-10-01 00:00:00|"1864"|"1860"
"Commerce Township"|"MI"|"Detroit, MI"|"Physician"|"3PKNP3"|2014-01-28 00:00:00|"PriorAuthorization Form #262"|"DrugX"|2014-01-01 00:00:00|"1864"|"1860"
"Commerce Township"|"MI"|"Detroit, MI"|"Physician"|"3LPRL3"|2014-02-06 00:00:00|"PriorAuthorization Form #262"|"DrugX"|2014-02-01 00:00:00|"1864"|"1860"
"Commerce Township"|"MI"|"Detroit, MI"|"Physician"|"4MJLM4"|2013-08-14 00:00:00|"PriorAuthorization Form #238"|"DrugX"|2013-08-01 00:00:00|"1864"|"1860"
"Commerce Township"|"MI"|"Detroit, MI"|"Physician"|"8WHWW8"|2013-08-15 00:00:00|"PriorAuthorization Form #238"|"DrugX"|2013-08-01 00:00:00|"1864"|"1860"
"Concord"|"CA"|"Oakland, CA"|"Pharmacy"|"YJMX8Y"|2014-01-29 00:00:00|"PriorAuthorization Form #163"|"DrugX"|2014-01-01 00:00:00|"1953"|"1950"
"Concord"|"CA"|"Oakland, CA"|"Pharmacy"|"VVKX9V"|2013-11-26 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-11-01 00:00:00|"1953"|"1950"
"Concord"|"MA"|"Boston, MA"|"Pharmacy"|"9DPTD9"|2013-10-10 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-10-01 00:00:00|"1811"|"1810"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"2XBJX2"|2013-11-26 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-11-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"2TMNT2"|2013-12-20 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-12-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"3THKT3"|2013-09-18 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-09-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"4MVQM4"|2013-11-19 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-11-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"6MQEM6"|2014-02-03 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2014-02-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"6TRJT6"|2014-02-02 00:00:00|"PriorAuthorization Form #269"|"DrugX"|2014-02-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"6QYNQ6"|2013-08-14 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-08-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"7FLRF7"|2014-02-19 00:00:00|"PriorAuthorization Form #151"|"DrugX"|2014-02-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"9YLEY9"|2013-09-12 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2013-09-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"JN3HNJ"|2014-03-16 00:00:00|"PriorAuthorization Form #151"|"DrugX"|2014-03-01 00:00:00|"1837"|"1830"
"Concord"|"NC"|"Charlotte-Gastonia-Rock Hill, NC-SC"|"Pharmacy"|"QM7CMQ"|2014-03-26 00:00:00|"PriorAuthorization Form #158"|"DrugX"|2014-03-01 00:00:00|"1837"|"1830"
"Concord"|"NH"|"Manchester, NH"|"Pharmacy"|"2QKPQ2"|2013-07-23 00:00:00|"PriorAuthorization Form #200"|"DrugX"|2013-07-01 00:00:00|"1811"|"1810"
"Concordia"|"KS"|"No MSA"|"Pharmacy"|"CTQB9C"|2013-09-17 00:00:00|"PriorAuthorization Form #110"|"DrugX"|2013-09-01 00:00:00|"1921"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"URLR2U"|2013-08-13 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-08-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"XUXJ2X"|2014-01-17 00:00:00|"PriorAuthorization Form #186"|"DrugX"|2014-01-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"BJPF3B"|2013-08-08 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-08-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"ABKB4A"|2013-10-15 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-10-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"VMJC7V"|2013-09-04 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-09-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"KPRJ7K"|2013-11-20 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-11-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"YTYT7Y"|2013-12-12 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-12-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"TLKW8T"|2013-08-07 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-08-01 00:00:00|"1926"|"1920"
"Conroe"|"TX"|"Houston, TX"|"Pharmacy"|"MPXP9M"|2014-01-15 00:00:00|"PriorAuthorization Form #186"|"DrugX"|2014-01-01 00:00:00|"1926"|"1920"
"Conway"|"AR"|"Little Rock-North Little Rock, AR"|"Pharmacy"|"2FFCF2"|2013-12-02 00:00:00|"PriorAuthorization Form #205"|"DrugX"|2013-12-01 00:00:00|"1846"|"1840"
"Conway"|"AR"|"Little Rock-North Little Rock, AR"|"Pharmacy"|"6CLGC6"|2013-10-10 00:00:00|"PriorAuthorization Form #85"|"DrugX"|2013-10-01 00:00:00|"1846"|"1840"
"Conyers"|"GA"|"Atlanta,GA"|"Pharmacy"|"6MPXM6"|2013-10-07 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2013-10-01 00:00:00|"1844"|"1840"
"Cookeville"|"TN"|"No MSA"|"Pharmacy"|"2VGKV2"|2013-12-05 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-12-01 00:00:00|"1841"|"1840"
"Cookeville"|"TN"|"No MSA"|"Pharmacy"|"3FRCF3"|2013-11-18 00:00:00|"PriorAuthorization Form #8"|"DrugX"|2013-11-01 00:00:00|"1841"|"1840"
"Cookeville"|"TN"|"No MSA"|"Pharmacy"|"NC8CCN"|2014-03-31 00:00:00|"PriorAuthorization Form #233"|"DrugX"|2014-03-01 00:00:00|"1841"|"1840"
"Coppell"|"TX"|"Dallas-Fort Worth, TX"|"Pharmacy"|"MKFV4M"|2013-10-25 00:00:00|"PriorAuthorization Form #107"|"DrugX"|2013-10-01 00:00:00|"1924"|"1920"
"Coppell"|"TX"|"Dallas-Fort Worth, TX"|"Pharmacy"|"EXBX6E"|2013-11-04 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-11-01 00:00:00|"1924"|"1920"
"Coppell"|"TX"|"Dallas-Fort Worth, TX"|"Pharmacy"|"XKCE6X"|2013-09-09 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-09-01 00:00:00|"1924"|"1920"
"Coppell"|"TX"|"Dallas-Fort Worth, TX"|"Pharmacy"|"VPLD7V"|2013-10-29 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-10-01 00:00:00|"1924"|"1920"
"Coppell"|"TX"|"Dallas-Fort Worth, TX"|"Pharmacy"|"AFYB9A"|2013-08-11 00:00:00|"PriorAuthorization Form #72"|"DrugX"|2013-08-01 00:00:00|"1924"|"1920"
"Coralville"|"IA"|"Iowa City, IA"|"Pharmacy"|"PMTF2P"|2014-02-05 00:00:00|"PriorAuthorization Form #242"|"DrugX"|2014-02-01 00:00:00|"1917"|"1910"
"Coralville"|"IA"|"Iowa City, IA"|"Pharmacy"|"TDHM6T"|2013-09-20 00:00:00|"PriorAuthorization Form #242"|"DrugX"|2013-09-01 00:00:00|"1917"|"1910"
"Coralville"|"IA"|"Iowa City, IA"|"Pharmacy"|"UKHX8U"|2014-01-21 00:00:00|"PriorAuthorization Form #242"|"DrugX"|2014-01-01 00:00:00|"1917"|"1910"
"Coraopolis"|"PA"|"Pittsburgh, PA"|"Pharmacy"|"2EAVE2"|2013-12-16 00:00:00|"PriorAuthorization Form #274"|"DrugX"|2013-12-01 00:00:00|"1834"|"1830"
